id,German,Article,Plural,English,CEFR,WordType,VocabularyQuizEligible,ArticleQuizEligible,ProblemFlag,ProblemType,SourcePage,RawEntry,Notes
b1_0612,Einbruch,der,¨-e,,B1,noun,yes,yes,no,,33,"der Einbruch, ¨-e",
b1_0614,Eindruck,der,¨-e,,B1,noun,yes,yes,no,,33,"der Eindruck, ¨-e",
b1_0617,Einfahrt,die,-en,,B1,noun,yes,yes,no,,33,"die Einfahrt, -en",
b1_0619,Einfall,der,¨-e,,B1,noun,yes,yes,no,,33,"der Einfall, ¨-e",
b1_0620,Einfluss,der,¨-e,,B1,noun,yes,yes,no,,33,"der Einfluss, ¨-e",
b1_0621,e-card,die,,,B1,noun,yes,yes,no,,33,die e-card (A),regional_variant_or_reference
b1_0623,ec-Karte/EC-Karte,die,,,B1,noun,yes,yes,yes,multiple_forms; regional_variant,33,die ec-Karte/EC-Karte →,regional_variant_or_reference
b1_0624,Ecke,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,33,"die Ecke, -n (D, CH) →A:",regional_variant_or_reference
b1_0626,Eck,das,-en (A),,B1,noun,yes,yes,yes,regional_variant,33,"das Eck, -en (A) →D, CH:",regional_variant_or_reference
b1_0630,Ehe,die,-n,,B1,noun,yes,yes,no,,33,"die Ehe, -n",
b1_0631,Ehefrau,die,-en,,B1,noun,yes,yes,no,,33,"die Ehefrau, -en",
b1_0633,Ehepaar,das,-e,,B1,noun,yes,yes,no,,33,"das Ehepaar, -e",
b1_0636,Ei,das,-er,,B1,noun,yes,yes,no,,33,"das Ei, -er",
b1_0640,Einnahme,die,-n,,B1,noun,yes,yes,no,,34,"die Einnahme, -n",
b1_0643,Einrichtung,die,-en,,B1,noun,yes,yes,no,,34,"die Einrichtung, -en",
b1_0647,Einschreiben,das,-,,B1,noun,yes,yes,no,,34,"das Einschreiben, -",
b1_0653,Eintritt,der,,,B1,noun,yes,yes,no,,34,der Eintritt,
b1_0655,Einwohner,der,-,,B1,noun,yes,yes,no,,34,"der Einwohner, -",
b1_0656,Einwohnerin,die,-nen,,B1,noun,yes,yes,no,,34,"die Einwohnerin, -nen",
b1_0660,Einführung,die,-en,,B1,noun,yes,yes,no,,34,"die Einführung, -en",
b1_0661,Eingang,der,¨-e,,B1,noun,yes,yes,no,,34,"der Eingang, ¨-e",
b1_0666,Einkauf,der,¨-e,,B1,noun,yes,yes,no,,34,"der Einkauf, ¨-e",
b1_0667,Einkommen,das,-,,B1,noun,yes,yes,no,,34,"das Einkommen, -",
b1_0669,Einladung,die,-en,,B1,noun,yes,yes,no,,34,"die Einladung, -en",
b1_0673,Ende,das,,,B1,noun,yes,yes,no,,35,das Ende,
b1_0676,Energie,die,-n,,B1,noun,yes,yes,no,,35,"die Energie, -n",
b1_0678,Enkel,der,-,,B1,noun,yes,yes,no,,35,"der Enkel, -",
b1_0679,Enkelin,die,-nen,,B1,noun,yes,yes,no,,35,"die Enkelin, -nen",
b1_0682,Entfernung,die,-en,,B1,noun,yes,yes,no,,35,"die Entfernung, -en",
b1_0687,Entlassung,die,-en,,B1,noun,yes,yes,no,,35,"die Entlassung, -en",
b1_0689,Einzahlung,die,-en,,B1,noun,yes,yes,no,,35,"die Einzahlung, -en",
b1_0692,Einzelheit,die,-en,,B1,noun,yes,yes,no,,35,"die Einzelheit, -en",
b1_0696,Eis,das,,,B1,noun,yes,yes,no,,35,das Eis,
b1_0697,Eis (D,das,A),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,35,"das Eis (D, A) →CH:",regional_variant_or_reference
b1_0699,Eisenbahn,die,-en,,B1,noun,yes,yes,no,,35,"die Eisenbahn, -en",
b1_0704,Eltern (Pl.),die,,,B1,noun,yes,yes,yes,multi_word_expression,35,die Eltern (Pl.),
b1_0706,Empfang,der,¨-e,,B1,noun,yes,yes,no,,35,"der Empfang, ¨-e",
b1_0707,Empfänger,der,-,,B1,noun,yes,yes,no,,35,"der Empfänger, -",
b1_0709,Empfehlung,die,-en,,B1,noun,yes,yes,no,,35,"die Empfehlung, -en",
b1_0710,Erdapfel,der,¨- (A),,B1,noun,yes,yes,yes,regional_variant,36,"der Erdapfel, ¨- (A) →",regional_variant_or_reference
b1_0712,Erdgeschoss/,das,,,B1,noun,yes,yes,yes,multiple_forms,36,das Erdgeschoss/,
b1_0714,Ereignis,das,-se,,B1,noun,yes,yes,no,,36,"das Ereignis, -se",
b1_0717,Erfahrung,die,-en,,B1,noun,yes,yes,no,,36,"die Erfahrung, -en",
b1_0719,Erfindung,die,-en,,B1,noun,yes,yes,no,,36,"die Erfindung, -en",
b1_0720,Erfolg,der,-e,,B1,noun,yes,yes,no,,36,"der Erfolg, -e",
b1_0726,Ergebnis,das,-se,,B1,noun,yes,yes,no,,36,"das Ergebnis, -se",
b1_0730,Entscheidung,die,-en,,B1,noun,yes,yes,no,,36,"die Entscheidung, -en",
b1_0735,Entschuldigung,die,-en,,B1,noun,yes,yes,no,,36,"die Entschuldigung, -en",
b1_0740,Enttäuschung,die,-en,,B1,noun,yes,yes,no,,36,"die Enttäuschung, -en",
b1_0743,Entwicklung,die,-en,,B1,noun,yes,yes,no,,36,"die Entwicklung, -en",
b1_0744,Erde,die,,,B1,noun,yes,yes,no,,36,die Erde,
b1_0745,Steuern erhöhen.,die,,,B1,noun,yes,yes,yes,multi_word_expression,36,die Steuern erhöhen.,
b1_0748,Ermäßigung,die,-en,,B1,noun,yes,yes,no,,37,"die Ermäßigung, -en",
b1_0750,Ernährung,die,,,B1,noun,yes,yes,no,,37,die Ernährung,
b1_0753,Ernte,die,-n,,B1,noun,yes,yes,no,,37,"die Ernte, -n",
b1_0755,Eröffnung,die,-en,,B1,noun,yes,yes,no,,37,"die Eröffnung, -en",
b1_0760,Ersatz,der,,,B1,noun,yes,yes,no,,37,der Ersatz,
b1_0762,Erhöhung,die,-en,,B1,noun,yes,yes,no,,37,"die Erhöhung, -en",
b1_0764,Erholung,die,-en,,B1,noun,yes,yes,no,,37,"die Erholung, -en",
b1_0766,Erinnerung,die,-en,,B1,noun,yes,yes,no,,37,"die Erinnerung, -en",
b1_0769,Erkältung,die,-en,,B1,noun,yes,yes,no,,37,"die Erkältung, -en",
b1_0772,Erklärung,die,-en,,B1,noun,yes,yes,no,,37,"die Erklärung, -en",
b1_0775,Erlaubnis,die,,,B1,noun,yes,yes,no,,37,die Erlaubnis,
b1_0777,Erlebnis,das,-se,,B1,noun,yes,yes,no,,37,"das Erlebnis, -se",
b1_0781,Experte,der,-n,,B1,noun,yes,yes,no,,38,"der Experte, -n",
b1_0782,Export,der,-e,,B1,noun,yes,yes,no,,38,"der Export, -e",
b1_0785,Fabrik,die,-en,,B1,noun,yes,yes,no,,38,"die Fabrik, -en",
b1_0786,Fach,das,¨-er,,B1,noun,yes,yes,no,,38,"das Fach, ¨-er",
b1_0787,Fachmann,der,,,B1,noun,yes,yes,no,,38,der Fachmann,
b1_0788,Fachfrau,die,-en,,B1,noun,yes,yes,no,,38,"die Fachfrau, -en",
b1_0789,Fachleute (Pl.),die,,,B1,noun,yes,yes,yes,multi_word_expression,38,die Fachleute (Pl.),
b1_0790,Fähigkeit,die,-en,,B1,noun,yes,yes,no,,38,"die Fähigkeit, -en",
b1_0792,Fähre,die,-n,,B1,noun,yes,yes,no,,38,"die Fähre, -n",
b1_0796,Erwachsene,der,-n,,B1,noun,yes,yes,no,,38,"der Erwachsene, -n",
b1_0799,Erzählung,die,-en,,B1,noun,yes,yes,no,,38,"die Erzählung, -en",
b1_0801,Erziehung,die,,,B1,noun,yes,yes,no,,38,die Erziehung,
b1_0804,Essen,das,-,,B1,noun,yes,yes,no,,38,"das Essen, -",
b1_0805,Essig,der,,,B1,noun,yes,yes,no,,38,der Essig,
b1_0806,Etage,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,38,"die Etage, -n (D, CH) →",regional_variant_or_reference
b1_0810,Farbe,die,-n,,B1,noun,yes,yes,no,,39,"die Farbe, -n",
b1_0812,Faschierte,das,,,B1,noun,yes,yes,yes,regional_variant,39,"das Faschierte (A) →D,",regional_variant_or_reference
b1_0813,Fasching,der,"- (D, A)",,B1,noun,yes,yes,yes,regional_variant,39,"der Fasching, - (D, A) →D:",regional_variant_or_reference
b1_0815,Fasnacht,die,A:,,B1,noun,yes,yes,yes,regional_variant,39,"die Fasnacht (CH) →D, A:",regional_variant_or_reference
b1_0821,Fauteuil,der,"-s (A, CH)",,B1,noun,yes,yes,yes,regional_variant,39,"der Fauteuil, -s (A, CH) →",regional_variant_or_reference
b1_0823,Fehler,der,-,,B1,noun,yes,yes,no,,39,"der Fehler, -",
b1_0825,Feier,die,-n,,B1,noun,yes,yes,no,,39,"die Feier, -n",
b1_0826,Feierabend,der,,,B1,noun,yes,yes,no,,39,der Feierabend,
b1_0827,Feiertag,der,-e,,B1,noun,yes,yes,no,,39,"der Feiertag, -e",
b1_0828,Feld,das,-er,,B1,noun,yes,yes,no,,39,"das Feld, -er",
b1_0829,Fenster,das,-,,B1,noun,yes,yes,no,,39,"das Fenster, -",
b1_0830,Fahrbahn,die,-en,,B1,noun,yes,yes,no,,39,"die Fahrbahn, -en",
b1_0831,Fahrer,der,-,,B1,noun,yes,yes,no,,39,"der Fahrer, -",
b1_0832,Fahrkarte,die,-n,,B1,noun,yes,yes,no,,39,"die Fahrkarte, -n",
b1_0833,Fahrplan,der,¨-e,,B1,noun,yes,yes,no,,39,"der Fahrplan, ¨-e",
b1_0834,Fahrrad,das,¨-er,,B1,noun,yes,yes,yes,regional_variant,39,"das Fahrrad, ¨-er →D, A:",regional_variant_or_reference
b1_0836,Fahrzeug,das,-e,,B1,noun,yes,yes,no,,39,"das Fahrzeug, -e",
b1_0838,Faktor,der,-en,,B1,noun,yes,yes,no,,39,"der Faktor, -en",
b1_0839,Fall,der,¨-e,,B1,noun,yes,yes,no,,39,"der Fall, ¨-e",
b1_0844,Familie,die,-n,,B1,noun,yes,yes,no,,39,"die Familie, -n",
b1_0845,Familienstand (D,der,A),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,39,"der Familienstand (D, A) →",regional_variant_or_reference
b1_0848,Fantasie/Phantasie,die,-n,,B1,noun,yes,yes,yes,multiple_forms,39,"die Fantasie/Phantasie, -n",
b1_0849,Fett,das,,,B1,noun,yes,yes,no,,40,das Fett,
b1_0851,Feuer,das,,,B1,noun,yes,yes,no,,40,das Feuer,
b1_0852,Feuerzeug,das,-e,,B1,noun,yes,yes,no,,40,"das Feuerzeug, -e",
b1_0853,Feuerwehr,die,-en,,B1,noun,yes,yes,no,,40,"die Feuerwehr, -en",
b1_0854,Fieber,das,,,B1,noun,yes,yes,no,,40,das Fieber,
b1_0855,Figur,die,-en,,B1,noun,yes,yes,no,,40,"die Figur, -en",
b1_0856,Film,der,-e,,B1,noun,yes,yes,no,,40,"der Film, -e",
b1_0860,Finger,der,-,,B1,noun,yes,yes,no,,40,"der Finger, -",
b1_0861,Firma,die,Firmen,,B1,noun,yes,yes,no,,40,"die Firma, Firmen",
b1_0863,Fläche,die,-n,,B1,noun,yes,yes,no,,40,"die Fläche, -n",
b1_0864,Flasche,die,-n,,B1,noun,yes,yes,no,,40,"die Flasche, -n",
b1_0865,Fleck,der,-en,,B1,noun,yes,yes,no,,40,"der Fleck, -en",
b1_0866,Fleisch,das,,,B1,noun,yes,yes,no,,40,das Fleisch,
b1_0867,Fleischhauer,der,-,,B1,noun,yes,yes,no,,40,"der Fleischhauer, -",
b1_0868,Fleischhauerin,die,-nen,,B1,noun,yes,yes,no,,40,"die Fleischhauerin, -nen",
b1_0870,Ferien (Pl.),die,,,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,40,"die Ferien (Pl.) (CH) →D,",regional_variant_or_reference
b1_0872,Fernbedienung,die,-en,,B1,noun,yes,yes,no,,40,"die Fernbedienung, -en",
b1_0874,Fernsehen,das,,,B1,noun,yes,yes,no,,40,das Fernsehen,
b1_0875,Fernseher,der,-,,B1,noun,yes,yes,no,,40,"der Fernseher, -",
b1_0878,Fest,das,-e,,B1,noun,yes,yes,no,,40,"das Fest, -e",
b1_0879,Festplatte,die,-n,,B1,noun,yes,yes,no,,40,"die Festplatte, -n",
b1_0887,Formular,das,-e,,B1,noun,yes,yes,no,,41,"das Formular, -e",
b1_0888,Forschung,die,-en,,B1,noun,yes,yes,no,,41,"die Forschung, -en",
b1_0889,Fortbildung,die,-en,,B1,noun,yes,yes,no,,41,"die Fortbildung, -en",
b1_0890,Fortschritt,der,-e,,B1,noun,yes,yes,no,,41,"der Fortschritt, -e",
b1_0892,Fortsetzung,die,-en,,B1,noun,yes,yes,no,,41,"die Fortsetzung, -en",
b1_0893,Forum,das,Foren,,B1,noun,yes,yes,no,,41,"das Forum, Foren",
b1_0895,Foto,das,-s,,B1,noun,yes,yes,no,,41,"das Foto, -s",
b1_0896,Fotoapparat,der,-e,,B1,noun,yes,yes,no,,41,"der Fotoapparat, -e",
b1_0897,Fotograf,der,-en,,B1,noun,yes,yes,no,,41,"der Fotograf, -en",
b1_0898,Fotografie,die,-n,,B1,noun,yes,yes,no,,41,"die Fotografie, -n",
b1_0900,Frage,die,-n,,B1,noun,yes,yes,no,,41,"die Frage, -n",
b1_0901,Frau,die,-en,,B1,noun,yes,yes,no,,41,"die Frau, -en",
b1_0905,Freiheit,die,,,B1,noun,yes,yes,no,,41,die Freiheit,
b1_0906,Freizeit,die,,,B1,noun,yes,yes,no,,41,die Freizeit,
b1_0910,Flucht,die,,,B1,noun,yes,yes,no,,41,die Flucht,
b1_0913,Flohmarkt,der,¨-e,,B1,noun,yes,yes,no,,41,"der Flohmarkt, ¨-e",
b1_0914,Flöte,die,-n,,B1,noun,yes,yes,no,,41,"die Flöte, -n",
b1_0915,Flug,der,¨-e,,B1,noun,yes,yes,no,,41,"der Flug, ¨-e",
b1_0916,Flughafen,der,¨-,,B1,noun,yes,yes,no,,41,"der Flughafen, ¨-",
b1_0917,Flugzeug,das,-e,,B1,noun,yes,yes,no,,41,"das Flugzeug, -e",
b1_0918,Flur,der,-e,,B1,noun,yes,yes,yes,regional_variant,41,"der Flur, -e →Gang; D, CH:",regional_variant_or_reference
b1_0920,Fluss,der,¨-e,,B1,noun,yes,yes,no,,41,"der Fluss, ¨-e",
b1_0921,Flüssigkeit,die,-en,,B1,noun,yes,yes,no,,41,"die Flüssigkeit, -en",
b1_0923,Folge,die,-n,,B1,noun,yes,yes,no,,41,"die Folge, -n",
b1_0926,Forderung,die,-en,,B1,noun,yes,yes,no,,41,"die Forderung, -en",
b1_0928,Förderung,die,-en,,B1,noun,yes,yes,no,,41,"die Förderung, -en",
b1_0929,Form,die,-en,,B1,noun,yes,yes,no,,41,"die Form, -en",
b1_0932,Frühstück,das,,,B1,noun,yes,yes,no,,42,das Frühstück,
b1_0935,Führerausweis,der,-e (CH),,B1,noun,yes,yes,no,,42,"der Führerausweis, -e (CH)",regional_variant_or_reference
b1_0936,Führerschein,der,"-e (D, A)",,B1,noun,yes,yes,no,,42,"der Führerschein, -e (D, A)",
b1_0937,Führung,die,-en,,B1,noun,yes,yes,no,,42,"die Führung, -en",
b1_0938,Fundbüro,das,-s,,B1,noun,yes,yes,no,,42,"das Fundbüro, -s",
b1_0945,Freude,die,,,B1,noun,yes,yes,no,,42,die Freude,
b1_0946,Freund,der,-e,,B1,noun,yes,yes,no,,42,"der Freund, -e",
b1_0948,Freundschaft,die,-en,,B1,noun,yes,yes,no,,42,"die Freundschaft, -en",
b1_0949,Friede,der,"Frieden, -",,B1,noun,yes,yes,no,,42,"der Friede, Frieden, -",
b1_0952,Friseur,der,-e,,B1,noun,yes,yes,no,,42,"der Friseur, -e",
b1_0953,Friseurin,die,"-nen (D, A)",,B1,noun,yes,yes,no,,42,"die Friseurin, -nen (D, A)",
b1_0954,Frisur,die,-en,,B1,noun,yes,yes,no,,42,"die Frisur, -en",
b1_0955,Frist,die,-en,,B1,noun,yes,yes,no,,42,"die Frist, -en",
b1_0958,Frucht,die,¨-e,,B1,noun,yes,yes,no,,42,"die Frucht, ¨-e",
b1_0961,Museum.,das,,,B1,noun,yes,yes,no,,42,das Museum.,
b1_0964,Automat funktioniert?,der,,,B1,noun,yes,yes,yes,multi_word_expression,42,der Automat funktioniert?,
b1_0965,Garten,der,¨-,,B1,noun,yes,yes,no,,43,"der Garten, ¨-",
b1_0966,Gas,das,,,B1,noun,yes,yes,no,,43,das Gas,
b1_0967,Gast,der,¨-e,,B1,noun,yes,yes,no,,43,"der Gast, ¨-e",
b1_0968,Gasthaus,das,¨-er (A),,B1,noun,yes,yes,no,,43,"das Gasthaus, ¨-er (A)",regional_variant_or_reference
b1_0969,Gaststätte,die,-n (D),,B1,noun,yes,yes,no,,43,"die Gaststätte, -n (D)",regional_variant_or_reference
b1_0970,Gebäude,das,-,,B1,noun,yes,yes,no,,43,"das Gebäude, -",
b1_0972,Gebäck,das,,,B1,noun,yes,yes,no,,43,das Gebäck,
b1_0973,Gebiet,das,-e,,B1,noun,yes,yes,no,,43,"das Gebiet, -e",
b1_0974,Gebirge,das,,,B1,noun,yes,yes,no,,43,das Gebirge,
b1_0977,Gebrauchsanweisung,die,,,B1,noun,yes,yes,no,,43,"die Gebrauchsanweisung,",
b1_0978,Gebühr,die,-en,,B1,noun,yes,yes,no,,43,"die Gebühr, -en",
b1_0979,Geburt,die,-en,,B1,noun,yes,yes,no,,43,"die Geburt, -en",
b1_0980,Geburtstag,der,-e,,B1,noun,yes,yes,no,,43,"der Geburtstag, -e",
b1_0981,Gedicht,das,-e,,B1,noun,yes,yes,no,,43,"das Gedicht, -e",
b1_0982,Geduld,die,,,B1,noun,yes,yes,no,,43,die Geduld,
b1_0984,Fuß,der,¨-e,,B1,noun,yes,yes,no,,43,"der Fuß, ¨-e",
b1_0985,Fußball,der,¨-e,,B1,noun,yes,yes,no,,43,"der Fußball, ¨-e",
b1_0986,Fußgänger,der,-,,B1,noun,yes,yes,no,,43,"der Fußgänger, -",
b1_0987,Fußgängerin,die,-nen,,B1,noun,yes,yes,no,,43,"die Fußgängerin, -nen",
b1_0988,Fußgängerzone,die,-n,,B1,noun,yes,yes,no,,43,"die Fußgängerzone, -n",
b1_0990,Gabel,die,-n,,B1,noun,yes,yes,no,,43,"die Gabel, -n",
b1_0991,Galerie,die,-n,,B1,noun,yes,yes,no,,43,"die Galerie, -n",
b1_0992,Gang,der,¨-e,,B1,noun,yes,yes,no,,43,"der Gang, ¨-e",
b1_0995,Garage,die,-n,,B1,noun,yes,yes,no,,43,"die Garage, -n",
b1_0997,Garantie,die,,,B1,noun,yes,yes,no,,43,die Garantie,
b1_0998,Garderobe,die,-n,,B1,noun,yes,yes,no,,43,"die Garderobe, -n",
b1_1000,Gehalt,das,¨-er,,B1,noun,yes,yes,no,,44,"das Gehalt, ¨-er",
b1_1001,Geheimnis,das,-se,,B1,noun,yes,yes,no,,44,"das Geheimnis, -se",
b1_1005,Gehsteig (D,der,A),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,44,"der Gehsteig (D, A) →CH:",regional_variant_or_reference
b1_1007,Geld,das,,,B1,noun,yes,yes,no,,44,das Geld,
b1_1008,Geldautomat,der,-en (D),,B1,noun,yes,yes,no,,44,"der Geldautomat, -en (D)",regional_variant_or_reference
b1_1010,Geldbörse,die,-n (A),,B1,noun,yes,yes,yes,regional_variant,44,"die Geldbörse, -n (A) →",regional_variant_or_reference
b1_1013,Gelegenheit,die,-en,,B1,noun,yes,yes,no,,44,"die Gelegenheit, -en",
b1_1017,Gefahr,die,-en,,B1,noun,yes,yes,no,,44,"die Gefahr, -en",
b1_1021,Gefängnis,das,-se,,B1,noun,yes,yes,no,,44,"das Gefängnis, -se",
b1_1022,Gefühl,das,-e,,B1,noun,yes,yes,no,,44,"das Gefühl, -e",
b1_1024,Gegner,der,-,,B1,noun,yes,yes,no,,44,"der Gegner, -",
b1_1025,Gegend,die,-en,,B1,noun,yes,yes,no,,44,"die Gegend, -en",
b1_1026,Gegensatz,der,¨-e,,B1,noun,yes,yes,no,,44,"der Gegensatz, ¨-e",
b1_1027,Gegenstand,der,¨-e,,B1,noun,yes,yes,no,,44,"der Gegenstand, ¨-e",
b1_1028,Gegenteil,das,-e,,B1,noun,yes,yes,no,,44,"das Gegenteil, -e",
b1_1029,Post.,der,,,B1,noun,yes,yes,no,,44,der Post.,
b1_1032,Gericht,das,-e,,B1,noun,yes,yes,no,,45,"das Gericht, -e",
b1_1036,Geschäft,das,-e,,B1,noun,yes,yes,no,,45,"das Geschäft, -e",
b1_1038,Geschenk,das,-e,,B1,noun,yes,yes,no,,45,"das Geschenk, -e",
b1_1039,Geschichte,die,-n,,B1,noun,yes,yes,no,,45,"die Geschichte, -n",
b1_1041,Geschirr,das,,,B1,noun,yes,yes,no,,45,das Geschirr,
b1_1042,Geschlecht,das,-er,,B1,noun,yes,yes,no,,45,"das Geschlecht, -er",
b1_1043,Geschmack,der,,,B1,noun,yes,yes,no,,45,der Geschmack,
b1_1044,Geschwindigkeit,die,-en,,B1,noun,yes,yes,no,,45,"die Geschwindigkeit, -en",
b1_1045,Geschwindigkeits-,die,,,B1,noun,yes,yes,no,,45,die Geschwindigkeits-,
b1_1047,Geschwister (Pl.),die,,,B1,noun,yes,yes,yes,multi_word_expression,45,die Geschwister (Pl.),
b1_1048,Gesellschaft,die,-en,,B1,noun,yes,yes,no,,45,"die Gesellschaft, -en",
b1_1049,Gesetz,das,-e,,B1,noun,yes,yes,no,,45,"das Gesetz, -e",
b1_1050,Gesicht,das,-er,,B1,noun,yes,yes,no,,45,"das Gesicht, -er",
b1_1053,Gemeinschaft,die,-en,,B1,noun,yes,yes,no,,45,"die Gemeinschaft, -en",
b1_1054,Gemüse,das,,,B1,noun,yes,yes,no,,45,das Gemüse,
b1_1059,Generation,die,-en,,B1,noun,yes,yes,no,,45,"die Generation, -en",
b1_1063,Gepäck,das,,,B1,noun,yes,yes,no,,45,das Gepäck,
b1_1066,Gerät,das,-e,,B1,noun,yes,yes,no,,45,"das Gerät, -e",
b1_1068,Gewürz,das,-e,,B1,noun,yes,yes,no,,46,"das Gewürz, -e",
b1_1070,Gift,das,-e,,B1,noun,yes,yes,no,,46,"das Gift, -e",
b1_1072,Gitarre,die,-n,,B1,noun,yes,yes,no,,46,"die Gitarre, -n",
b1_1073,Glace/Glacé,das,-n,,B1,noun,yes,yes,yes,multiple_forms,46,"das Glace/Glacé, -n",
b1_1074,Glas,das,¨-er,,B1,noun,yes,yes,no,,46,"das Glas, ¨-er",
b1_1081,Gleis,das,-e,,B1,noun,yes,yes,no,,46,"das Gleis, -e",
b1_1082,Glück,das,,,B1,noun,yes,yes,no,,46,das Glück,
b1_1084,Glückwunsch,der,¨-e,,B1,noun,yes,yes,no,,46,"der Glückwunsch, ¨-e",
b1_1085,Gold,das,,,B1,noun,yes,yes,no,,46,das Gold,
b1_1088,Gespräch,das,-e,,B1,noun,yes,yes,no,,46,"das Gespräch, -e",
b1_1091,Gesundheit,die,,,B1,noun,yes,yes,no,,46,die Gesundheit,
b1_1092,Getränk,das,-e,,B1,noun,yes,yes,no,,46,"das Getränk, -e",
b1_1093,Gewalt,die,-en,,B1,noun,yes,yes,no,,46,"die Gewalt, -en",
b1_1094,Gewerkschaft,die,-en,,B1,noun,yes,yes,no,,46,"die Gewerkschaft, -en",
b1_1095,Gewicht,das,-e,,B1,noun,yes,yes,no,,46,"das Gewicht, -e",
b1_1097,Gewinn,der,-e,,B1,noun,yes,yes,no,,46,"der Gewinn, -e",
b1_1098,Gewissen,das,,,B1,noun,yes,yes,no,,46,das Gewissen,
b1_1099,Gewitter,das,-,,B1,noun,yes,yes,no,,46,"das Gewitter, -",
b1_1101,Gewohnheit,die,-en,,B1,noun,yes,yes,no,,46,"die Gewohnheit, -en",
b1_1105,Grundstück,das,-e,,B1,noun,yes,yes,no,,47,"das Grundstück, -e",
b1_1106,Gruppe,die,-n,,B1,noun,yes,yes,no,,47,"die Gruppe, -n",
b1_1108,Gruß,der,¨-e,,B1,noun,yes,yes,no,,47,"der Gruß, ¨-e",
b1_1113,Gymnastik,die,,,B1,noun,yes,yes,no,,47,die Gymnastik,
b1_1114,Haar,das,-e,,B1,noun,yes,yes,no,,47,"das Haar, -e",
b1_1116,Gott,der,¨-er,,B1,noun,yes,yes,no,,47,"der Gott, ¨-er",
b1_1117,Grafik,die,-en,,B1,noun,yes,yes,no,,47,"die Grafik, -en",
b1_1118,Gras,das,,,B1,noun,yes,yes,no,,47,das Gras,
b1_1120,Gratulation,die,-en,,B1,noun,yes,yes,no,,47,"die Gratulation, -en",
b1_1123,Grenze,die,-n,,B1,noun,yes,yes,no,,47,"die Grenze, -n",
b1_1126,Grill,der,,,B1,noun,yes,yes,no,,47,der Grill,
b1_1127,Grippe,die,,,B1,noun,yes,yes,no,,47,die Grippe,
b1_1130,Größe,die,-n,,B1,noun,yes,yes,no,,47,"die Größe, -n",
b1_1132,Grund,der,¨-e,,B1,noun,yes,yes,no,,47,"der Grund, ¨-e",
b1_1133,Halt,der,,,B1,noun,yes,yes,no,,48,der Halt,
b1_1134,Haltestelle,die,-n,,B1,noun,yes,yes,no,,48,"die Haltestelle, -n",
b1_1135,Hammer,der,¨-,,B1,noun,yes,yes,no,,48,"der Hammer, ¨-",
b1_1136,Hand,die,¨-e,,B1,noun,yes,yes,no,,48,"die Hand, ¨-e",
b1_1137,Handwerker,der,-,,B1,noun,yes,yes,no,,48,"der Handwerker, -",
b1_1138,Handwerkerin,die,-nen,,B1,noun,yes,yes,no,,48,"die Handwerkerin, -nen",
b1_1140,Handel,der,,,B1,noun,yes,yes,no,,48,der Handel,
b1_1141,Händler,der,-,,B1,noun,yes,yes,no,,48,"der Händler, -",
b1_1142,Händlerin,die,-nen,,B1,noun,yes,yes,no,,48,"die Händlerin, -nen",
b1_1143,Handy,das,-s,,B1,noun,yes,yes,no,,48,"das Handy, -s",
b1_1150,Hauptstadt,die,¨-e,,B1,noun,yes,yes,no,,48,"die Hauptstadt, ¨-e",
b1_1151,Hackfleisch (D,das,CH),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,48,"das Hackfleisch (D, CH) →",regional_variant_or_reference
b1_1152,Hafen,der,¨-,,B1,noun,yes,yes,no,,48,"der Hafen, ¨-",
b1_1154,Hähnchen/Hühnchen,das,,,B1,noun,yes,yes,yes,multiple_forms,48,"das Hähnchen/Hühnchen,",
b1_1158,Halbpension,die,,,B1,noun,yes,yes,no,,48,die Halbpension,
b1_1160,Hälfte,die,-n,,B1,noun,yes,yes,no,,48,"die Hälfte, -n",
b1_1161,Halle,die,-n,,B1,noun,yes,yes,no,,48,"die Halle, -n",
b1_1162,Hallenbad,das,¨-er,,B1,noun,yes,yes,no,,48,"das Hallenbad, ¨-er",
b1_1164,Hals,der,¨-e,,B1,noun,yes,yes,no,,48,"der Hals, ¨-e",
b1_1168,Heizung,die,-en,,B1,noun,yes,yes,no,,49,"die Heizung, -en",
b1_1169,Held,der,-en,,B1,noun,yes,yes,no,,49,"der Held, -en",
b1_1170,Heldin,die,-nen,,B1,noun,yes,yes,no,,49,"die Heldin, -nen",
b1_1172,Hilfe,die,,,B1,noun,yes,yes,no,,49,die Hilfe,
b1_1174,Hemd,das,-en,,B1,noun,yes,yes,no,,49,"das Hemd, -en",
b1_1175,Hend(e)l,das,- (A),,B1,noun,yes,yes,yes,regional_variant,49,"das Hend(e)l, - (A) →D:",regional_variant_or_reference
b1_1179,Herausforderung,die,-en,,B1,noun,yes,yes,no,,49,"die Herausforderung, -en",
b1_1180,Herd,der,-e,,B1,noun,yes,yes,no,,49,"der Herd, -e",
b1_1182,Herkunft,die,,,B1,noun,yes,yes,no,,49,die Herkunft,
