id,German,Article,English,ExampleSentence,CEFR,WordType,Category,ArticleQuizEligible,Source,Notes,Priority,ReviewNote
a2_0285,erste,,first,Das ist mein erster Deutschkurs.,A2,determiner,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0286,erwachsen,,adult/grown-up,Meine Kinder sind fast erwachsen.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0287,Erwachsene,der/die,adult,Die Erwachsenen warten draußen.,A2,noun,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0288,erzählen,,to tell,Erzähl mir von deinem Tag.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0289,es,,it,Es regnet heute.,A2,pronoun,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0290,essen,,to eat,Wir essen um sechs Uhr.,A2,verb,Food,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0291,Essen,das,food/meal,Das Essen ist fertig.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0292,etwas,,something/a little,Ich möchte etwas trinken.,A2,pronoun,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0293,euer,,your plural informal,Ist das euer Auto?,A2,determiner,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0294,Euro,der,euro,Das kostet zehn Euro.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0295,Europa,das,Europe,Österreich liegt in Europa.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0296,europäisch,,European,Das ist ein europäisches Projekt.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0297,eventuell,,possibly,Eventuell komme ich später.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0298,extra,,extra/specially,Ich habe extra Kuchen gekauft.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0299,Fach,das,subject/compartment,Mathematik ist mein Lieblingsfach.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0300,Fahrrad,das,bicycle,Ich fahre mit dem Fahrrad zur Schule.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0301,Fahrer,der,driver,Der Fahrer hält an der Haltestelle.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0302,Fahrerin,die,female driver,Die Fahrerin fährt sehr ruhig.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0303,Fahrkarte,die,ticket,Ich kaufe eine Fahrkarte am Automaten.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0304,Fahrplan,der,timetable,Der Fahrplan hängt an der Haltestelle.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0305,Fahrt,die,ride/trip,Die Fahrt dauert zwanzig Minuten.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0306,Fall,der,case,In diesem Fall rufe ich dich an.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0307,fallen,,to fall,Das Glas fällt auf den Boden.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0308,falsch,,wrong,Die Antwort ist falsch.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0309,Familie,die,family,Meine Familie lebt in Wien.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0310,Familienname,der,surname,Mein Familienname ist Akishige.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0311,Familienstand,der,marital status,Bitte schreiben Sie Ihren Familienstand auf.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0312,Farbe,die,color,Welche Farbe magst du?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0313,fast,,almost,Ich bin fast fertig.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0314,faul,,lazy,Heute bin ich ein bisschen faul.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0315,fehlen,,to be missing,Mir fehlen noch zwei Wörter.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0316,Fehler,der,mistake,Ich habe einen Fehler gemacht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0317,Feier,die,celebration/party,Die Feier beginnt um sieben.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0318,feiern,,to celebrate,Wir feiern heute Geburtstag.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0319,Feierabend,der,end of workday,Um fünf habe ich Feierabend.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0320,Feiertag,der,public holiday,Morgen ist ein Feiertag.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0321,Fenster,das,window,Mach bitte das Fenster auf.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0322,Ferien,die,school holidays,In den Ferien fahren wir ans Meer.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0323,fernsehen,,to watch TV,Die Kinder sehen abends fern.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0324,Fernseher,der,television set,Der Fernseher ist kaputt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0325,fertig,,finished/ready,Das Essen ist fertig.,A2,adjective,School,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0326,fest,,firm/fixed,Der Termin ist fest.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0327,Fest,das,festival/celebration,Im Dorf gibt es ein Fest.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0328,Festival,das,festival,Im Sommer besuchen wir ein Festival.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0329,fett,,fat/greasy,Das Essen ist mir zu fett.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0330,Feuer,das,fire,Das Feuer ist sehr heiß.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0331,Fieber,das,fever,Mein Sohn hat Fieber.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0332,Film,der,film/movie,Der Film beginnt um acht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0333,finden,,to find,Ich finde den Schlüssel nicht.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0334,Firma,die,company,Sie arbeitet in einer kleinen Firma.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0335,Fisch,der,fish,Ich esse gern Fisch.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0336,fit,,fit,Ich fühle mich heute fit.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0337,Flasche,die,bottle,Ich kaufe eine Flasche Wasser.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0338,Fleck,der,stain/spot,Auf der Hose ist ein Fleck.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0339,Fleisch,das,meat,Ich esse wenig Fleisch.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0340,fleißig,,hard-working,Sie ist eine fleißige Schülerin.,A2,adjective,Work,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0341,fliegen,,to fly,Wir fliegen nach Spanien.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0342,Flug,der,flight,Der Flug dauert zwei Stunden.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0343,Flughafen,der,airport,Der Flughafen ist weit weg.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0344,Flugzeug,das,airplane,Das Flugzeug startet gleich.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0345,Fluss,der,river,Der Fluss ist breit.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0346,Formular,das,form,Bitte füllen Sie das Formular aus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0347,Foto,das,photo,Ich mache ein Foto.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0348,fotografieren,,to photograph,Darf ich hier fotografieren?,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0349,Frage,die,question,Ich habe eine Frage.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0350,fragen,,to ask,Ich frage meine Lehrerin.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0351,Frau,die,woman/Mrs./wife,Die Frau wartet am Eingang.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0352,frei,,free/available,Ist dieser Platz frei?,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0353,Freiheit,die,freedom,Freiheit ist wichtig.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0354,Freizeit,die,free time,In meiner Freizeit lese ich.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0355,fremd,,foreign/strange,Die Stadt ist mir noch fremd.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0356,sich freuen,,to be happy/look forward,Ich freue mich auf den Urlaub.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0357,Freund,der,friend,Mein Freund kommt morgen.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0358,Freundin,die,female friend,Meine Freundin lernt Deutsch.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0359,geehrt-,,dear/honored,"Sehr geehrte Damen und Herren,",A2,phrase,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,Formal letter fragment; optional for quiz play.
a2_0360,gefährlich,,dangerous,Bei Rot über die Straße gehen ist gefährlich.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0361,gefallen,,to please/like,Das Bild gefällt mir.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0362,gegen,,against/around/toward,Ich bin gegen diesen Vorschlag.,A2,preposition,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0363,Gegenteil,das,opposite,Das Gegenteil von klein ist groß.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0364,gegenüber,,opposite/across from,Die Post ist gegenüber vom Bahnhof.,A2,preposition,Grammar,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,High-frequency grammar/function word.
a2_0365,Gehalt,das,salary,Sie ist mit ihrem Gehalt zufrieden.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0366,gehen,,to go/work,Ich gehe heute zum Arzt.,A2,verb,Work,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0367,gehören,,to belong,Gehört der Stift dir?,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0368,Geld,das,money,Ich habe nicht genug Geld.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0369,Geldbörse,die,wallet,Ich habe meine Geldbörse verloren.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0370,Gemüse,das,vegetables,Wir kaufen Gemüse auf dem Markt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0371,genau,,exact/exactly,Es ist genau acht Uhr.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0372,genug,,enough,Wir haben genug Brot.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0373,Gepäck,das,luggage,Das Gepäck ist schwer.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0374,gerade,,just/right now/straight,Ich esse gerade.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0375,geradeaus,,straight ahead,Gehen Sie immer geradeaus.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0376,Gerät,das,device,Das Gerät funktioniert nicht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0377,Gericht,das,dish/court,Mein Lieblingsgericht ist Pizza.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0378,gern,,gladly/like to,Ich helfe dir gern.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0379,lieber,,rather/prefer,Ich trinke lieber Tee.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0380,am liebsten,,most preferably,Am liebsten trinke ich Kaffee.,A2,phrase,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0381,Geschäft,das,shop/business,Das Geschäft schließt um sechs.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0382,Geschenk,das,gift,Danke für das Geschenk.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0383,Geschichte,die,story/history,Erzähl mir eine Geschichte.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0384,Geschirr,das,dishes,Stell bitte das Geschirr in den Schrank.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0385,Gesicht,das,face,Wasch dir bitte das Gesicht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0386,Gespräch,das,conversation,Das Gespräch beginnt um zwei.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0387,gestern,,yesterday,Gestern war ich im Kino.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0388,gesund,,healthy,Jetzt bin ich wieder gesund.,A2,adjective,Health,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0389,Gesundheit,die,health,Gesundheit ist wichtig.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0390,Getränk,das,drink,Mein Lieblingsgetränk ist Apfelsaft.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0391,gewinnen,,to win,Unsere Mannschaft gewinnt heute.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0392,Gewitter,das,thunderstorm,Heute Abend gibt es ein Gewitter.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0393,Gitarre,die,guitar,Er spielt Gitarre.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0394,Glas,das,glass,Ich möchte ein Glas Wasser.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0395,glauben,,to believe/think,"Ich glaube, er kommt gleich.",A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0396,gleich,,right away/same,Ich komme gleich.,A2,adverb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0397,Gleis,das,track/platform,Der Zug fährt von Gleis zwölf.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0398,Glück,das,luck,Viel Glück bei der Prüfung!,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0399,glücklich,,happy,Sie ist sehr glücklich.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0400,Glückwunsch,der,congratulations,Herzlichen Glückwunsch zum Geburtstag!,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0401,gratulieren,,to congratulate,Ich gratuliere dir zum Geburtstag.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0402,grillen,,to grill/barbecue,Heute grillen wir im Garten.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0403,Grippe,die,flu,Ich habe Grippe und bleibe zu Hause.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0404,groß,,big/tall,Frankfurt ist eine große Stadt.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0405,Größe,die,size,Haben Sie das T-Shirt in Größe M?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0406,Gruppe,die,group,Unsere Gruppe beginnt um vier Uhr.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0407,Gruß,der,greeting/regards,Viele Grüße an deine Familie.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0408,gültig,,valid,Der Pass ist noch gültig.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0409,günstig,,cheap/good value,Ich suche ein günstiges Sofa.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0410,gut,,good,Das finde ich gut.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0411,am besten,,best,Dieses Kleid finde ich am besten.,A2,phrase,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0412,Haar,das,hair,Sie hat lange Haare.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0413,haben,,to have,Ich habe ein neues Fahrrad.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0414,Hähnchen,das,chicken,"Ein Hähnchen mit Pommes, bitte.",A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0415,Halle,die,hall,Wir treffen uns in Halle B.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0416,hallo,,hello,"Hallo, wie geht es dir?",A2,phrase,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0417,Hals,der,throat/neck,Mir tut der Hals weh.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0418,halten,,to stop/hold,Der Zug hält hier nicht.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0419,Haltestelle,die,stop,An der nächsten Haltestelle steigen wir aus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0420,Hamburger,der,hamburger,"Einen Hamburger ohne Salat, bitte.",A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0421,Hand,die,hand,Wasch dir bitte die Hände.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0422,Handtuch,das,towel,Gib mir bitte ein Handtuch.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0423,Handy,das,mobile phone,Mach bitte dein Handy aus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0424,hängen,,to hang,Das Bild hängt im Wohnzimmer.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0425,hart,,hard,Das Bett ist zu hart.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0426,hässlich,,ugly,Ich finde das Kleid hässlich.,A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0427,Hauptstadt,die,capital city,Berlin ist die Hauptstadt von Deutschland.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0428,Haus,das,house,Ich gehe jetzt nach Hause.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0429,Haushalt,der,household/housework,Wir machen den Haushalt zusammen.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0430,Heft,das,notebook,Hast du dein Heft dabei?,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0431,Heimat,die,home/homeland,Österreich ist meine neue Heimat.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0432,heiraten,,to marry,Meine Schwester heiratet im Sommer.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0433,heiß,,hot,"Vorsicht, der Tee ist heiß.",A2,adjective,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0434,heißen,,to be called,Ich heiße Anna.,A2,verb,General,no,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Common language item; useful beyond basic core.
a2_0435,Heizung,die,heating,Die Heizung ist kaputt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
