id,German,Article,Plural,English,CEFR,WordType,VocabularyQuizEligible,ArticleQuizEligible,ProblemFlag,ProblemType,SourcePage,RawEntry,Notes
b1_0672,enden,,,,B1,verb,yes,no,no,,35,"enden, endet, endete,",
b1_0673,Ende,das,,,B1,noun,yes,yes,no,,35,das Ende,
b1_0674,endgültig,,,,B1,other,yes,no,no,,35,endgültig,
b1_0675,endlich,,,,B1,other,yes,no,no,,35,endlich,
b1_0676,Energie,die,-n,,B1,noun,yes,yes,no,,35,"die Energie, -n",
b1_0677,eng,,,,B1,other,yes,no,no,,35,eng,
b1_0678,Enkel,der,-,,B1,noun,yes,yes,no,,35,"der Enkel, -",
b1_0679,Enkelin,die,-nen,,B1,noun,yes,yes,no,,35,"die Enkelin, -nen",
b1_0680,entdecken,,,,B1,verb,yes,no,no,,35,"entdecken, entdeckt,",
b1_0681,entfernen,,,,B1,verb,yes,no,no,,35,"entfernen, entfernt,",
b1_0682,Entfernung,die,-en,,B1,noun,yes,yes,no,,35,"die Entfernung, -en",
b1_0683,entgegenkommen,,,,B1,adjective/adverb/other,yes,no,no,,35,entgegenkommen,
b1_0684,enthalten,,,,B1,verb,yes,no,no,,35,"enthalten, enthält, en-",
b1_0685,entlang,,,,B1,other,yes,no,no,,35,entlang,
b1_0686,entlassen,,,,B1,verb,yes,no,no,,35,"entlassen, entlässt,",
b1_0687,Entlassung,die,-en,,B1,noun,yes,yes,no,,35,"die Entlassung, -en",
b1_0688,einzahlen,,,,B1,verb,yes,no,yes,separable_verb,35,"einzahlen, zahlt ein,",
b1_0689,Einzahlung,die,-en,,B1,noun,yes,yes,no,,35,"die Einzahlung, -en",
b1_0690,einzeln,,,,B1,other,yes,no,no,,35,einzeln,
b1_0692,Einzelheit,die,-en,,B1,noun,yes,yes,no,,35,"die Einzelheit, -en",
b1_0693,einzig-,,,,B1,other,yes,no,no,,35,einzig-,
b1_0694,einziehen,,,,B1,verb,yes,no,yes,separable_verb,35,"einziehen, zieht ein,",
b1_0695,zog ein,,,,B1,phrase,yes,no,yes,multi_word_expression,35,"zog ein, ist eingezogen",
b1_0696,Eis,das,,,B1,noun,yes,yes,no,,35,das Eis,
b1_0697,Eis,das,A),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,35,"das Eis (D, A) →CH:",regional_variant_or_reference
b1_0698,Glace/Glacé,,,,B1,other,yes,no,yes,multiple_forms,35,Glace/Glacé,
b1_0699,Eisenbahn,die,-en,,B1,noun,yes,yes,no,,35,"die Eisenbahn, -en",
b1_0700,elegant,,,,B1,other,yes,no,no,,35,elegant,
b1_0701,elektrisch,,,,B1,other,yes,no,no,,35,elektrisch,
b1_0703,elektronisch,,,,B1,other,yes,no,no,,35,elektronisch,
b1_0704,Eltern,die,,,B1,noun,yes,yes,yes,multi_word_expression,35,die Eltern (Pl.),
b1_0705,empfangen,,,,B1,verb,yes,no,no,,35,"empfangen, empfängt,",
b1_0706,Empfang,der,¨-e,,B1,noun,yes,yes,no,,35,"der Empfang, ¨-e",
b1_0707,Empfänger,der,-,,B1,noun,yes,yes,no,,35,"der Empfänger, -",
b1_0708,empfehlen,,,,B1,verb,yes,no,no,,35,"empfehlen, empfiehlt,",
b1_0709,Empfehlung,die,-en,,B1,noun,yes,yes,no,,35,"die Empfehlung, -en",
b1_0710,Erdapfel,der,¨- (A),,B1,noun,yes,yes,yes,regional_variant,36,"der Erdapfel, ¨- (A) →",regional_variant_or_reference
b1_0711,Kartoffel,,,,B1,other,yes,no,no,,36,Kartoffel,
b1_0712,Erdgeschoss,das,,,B1,noun,yes,yes,yes,multiple_forms,36,das Erdgeschoss/,
b1_0713,Ergeschoß,,,,B1,other,yes,no,no,,36,"Ergeschoß, -e",
b1_0714,Ereignis,das,-se,,B1,noun,yes,yes,no,,36,"das Ereignis, -se",
b1_0715,sich ereignen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,36,"sich ereignen,",reflexive
b1_0716,erfahren,,,,B1,verb,yes,no,no,,36,"erfahren, erfährt, erfuhr,",
b1_0717,Erfahrung,die,-en,,B1,noun,yes,yes,no,,36,"die Erfahrung, -en",
b1_0718,erfinden,,,,B1,verb,yes,no,no,,36,"erfinden, erfindet, erfand,",
b1_0719,Erfindung,die,-en,,B1,noun,yes,yes,no,,36,"die Erfindung, -en",
b1_0720,Erfolg,der,-e,,B1,noun,yes,yes,no,,36,"der Erfolg, -e",
b1_0721,erfolgreich,,,,B1,other,yes,no,no,,36,erfolgreich,
b1_0722,erforderlich,,,,B1,other,yes,no,no,,36,erforderlich,
b1_0723,erfordern,,,,B1,verb,yes,no,no,,36,"erfordern, erfordert,",
b1_0724,erfüllen,,,,B1,verb,yes,no,no,,36,"erfüllen, erfüllt, erfüllte,",
b1_0725,ergänzen,,,,B1,verb,yes,no,no,,36,"ergänzen, ergänzt,",
b1_0726,Ergebnis,das,-se,,B1,noun,yes,yes,no,,36,"das Ergebnis, -se",
b1_0727,erhalten,,,,B1,verb,yes,no,no,,36,"erhalten, erhält, erhielt,",
b1_0728,erhöhen,,,,B1,verb,yes,no,no,,36,"erhöhen, erhöht, erhöhte,",
b1_0729,entscheiden,,,,B1,verb,yes,no,no,,36,"entscheiden, entscheidet,",
b1_0730,Entscheidung,die,-en,,B1,noun,yes,yes,no,,36,"die Entscheidung, -en",
b1_0731,unentschieden,,,,B1,adjective/adverb/other,yes,no,no,,36,unentschieden,
b1_0732,sich entschließen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,36,"sich entschließen,",reflexive
b1_0733,entschlossen,,,,B1,other,yes,no,no,,36,entschlossen,
b1_0734,entschuldigen,,,,B1,verb,yes,no,no,,36,"entschuldigen,",
b1_0735,Entschuldigung,die,-en,,B1,noun,yes,yes,no,,36,"die Entschuldigung, -en",
b1_0736,entsorgen,,,,B1,verb,yes,no,no,,36,"entsorgen, entsorgt,",
b1_0737,entspannend,,,,B1,other,yes,no,no,,36,entspannend,
b1_0738,entstehen,,,,B1,verb,yes,no,no,,36,"entstehen, entsteht,",
b1_0739,enttäuschen,,,,B1,verb,yes,no,no,,36,"enttäuschen, enttäuscht,",
b1_0740,Enttäuschung,die,-en,,B1,noun,yes,yes,no,,36,"die Enttäuschung, -en",
b1_0741,entweder ... oder,,,,B1,phrase,yes,no,yes,multi_word_expression,36,entweder ... oder,
b1_0742,entwickeln,,,,B1,verb,yes,no,no,,36,"entwickeln, entwickelt,",
b1_0743,Entwicklung,die,-en,,B1,noun,yes,yes,no,,36,"die Entwicklung, -en",
b1_0744,Erde,die,,,B1,noun,yes,yes,no,,36,die Erde,
b1_0745,Steuern erhöhen.,die,,,B1,noun,yes,yes,yes,multi_word_expression,36,die Steuern erhöhen.,
b1_0746,erledigen,,,,B1,verb,yes,no,no,,37,"erledigen, erledigt,",
b1_0747,erleichtern,,,,B1,verb,yes,no,no,,37,"erleichtern, erleichtert,",
b1_0748,Ermäßigung,die,-en,,B1,noun,yes,yes,no,,37,"die Ermäßigung, -en",
b1_0749,ernähren,,,,B1,verb,yes,no,no,,37,"ernähren, ernährt,",
b1_0750,Ernährung,die,,,B1,noun,yes,yes,no,,37,die Ernährung,
b1_0751,ernst,,,,B1,adjective/adverb/other,yes,no,no,,37,ernst,
b1_0752,ernsthaft,,,,B1,adjective/adverb/other,yes,no,no,,37,ernsthaft,
b1_0753,Ernte,die,-n,,B1,noun,yes,yes,no,,37,"die Ernte, -n",
b1_0754,eröffnen,,,,B1,verb,yes,no,no,,37,"eröffnen, eröffnet,",
b1_0755,Eröffnung,die,-en,,B1,noun,yes,yes,no,,37,"die Eröffnung, -en",
b1_0756,erreichen,,,,B1,verb,yes,no,no,,37,"erreichen, erreicht,",
b1_0757,erschöpft,,,,B1,other,yes,no,no,,37,erschöpft,
b1_0758,erschrecken,,,,B1,verb,yes,no,no,,37,"erschrecken, erschrickt,",
b1_0759,ersetzen,,,,B1,verb,yes,no,no,,37,"ersetzen, ersetzt, ersetzte,",
b1_0760,Ersatz,der,,,B1,noun,yes,yes,no,,37,der Ersatz,
b1_0761,erst,,,,B1,other,yes,no,no,,37,erst,
b1_0762,Erhöhung,die,-en,,B1,noun,yes,yes,no,,37,"die Erhöhung, -en",
b1_0763,sich erholen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,37,"sich erholen,",reflexive
b1_0764,Erholung,die,-en,,B1,noun,yes,yes,no,,37,"die Erholung, -en",
b1_0765,erinnern,,,,B1,verb,yes,no,no,,37,"erinnern, erinnert,",
b1_0766,Erinnerung,die,-en,,B1,noun,yes,yes,no,,37,"die Erinnerung, -en",
b1_0767,sich erkälten,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,37,"sich erkälten, erkältet sich,",reflexive
b1_0768,erkältet,,,,B1,adjective/adverb/other,yes,no,no,,37,erkältet,
b1_0769,Erkältung,die,-en,,B1,noun,yes,yes,no,,37,"die Erkältung, -en",
b1_0770,erkennen,,,,B1,verb,yes,no,no,,37,"erkennen, erkennt,",
b1_0771,erklären,,,,B1,verb,yes,no,no,,37,"erklären, erklärt, erklärte,",
b1_0772,Erklärung,die,-en,,B1,noun,yes,yes,no,,37,"die Erklärung, -en",
b1_0773,sich erkundigen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,37,"sich erkundigen,",reflexive
b1_0774,erlauben,,,,B1,verb,yes,no,no,,37,"erlauben, erlaubt,",
b1_0775,Erlaubnis,die,,,B1,noun,yes,yes,no,,37,die Erlaubnis,
b1_0776,erleben,,,,B1,verb,yes,no,no,,37,"erleben, erlebt, erlebte,",
b1_0777,Erlebnis,das,-se,,B1,noun,yes,yes,no,,37,"das Erlebnis, -se",
b1_0778,etwas,,,,B1,other,yes,no,no,,38,etwas,
b1_0779,eventuell,,,,B1,other,yes,no,no,,38,eventuell,
b1_0780,ewig,,,,B1,other,yes,no,no,,38,ewig,
b1_0781,Experte,der,-n,,B1,noun,yes,yes,no,,38,"der Experte, -n",
b1_0782,Export,der,-e,,B1,noun,yes,yes,no,,38,"der Export, -e",
b1_0783,extra,,,,B1,other,yes,no,no,,38,extra,
b1_0784,extrem,,,,B1,other,yes,no,no,,38,extrem,
b1_0785,Fabrik,die,-en,,B1,noun,yes,yes,no,,38,"die Fabrik, -en",
b1_0786,Fach,das,¨-er,,B1,noun,yes,yes,no,,38,"das Fach, ¨-er",
b1_0787,Fachmann,der,,,B1,noun,yes,yes,no,,38,der Fachmann,
b1_0788,Fachfrau,die,-en,,B1,noun,yes,yes,no,,38,"die Fachfrau, -en",
b1_0789,Fachleute,die,,,B1,noun,yes,yes,yes,multi_word_expression,38,die Fachleute (Pl.),
b1_0790,Fähigkeit,die,-en,,B1,noun,yes,yes,no,,38,"die Fähigkeit, -en",
b1_0791,fahren,,,,B1,verb,yes,no,no,,38,"fahren, fährt, fuhr, ist/hat",
b1_0792,Fähre,die,-n,,B1,noun,yes,yes,no,,38,"die Fähre, -n",
b1_0794,erstellen,,,,B1,verb,yes,no,no,,38,"erstellen, erstellt,",
b1_0795,erwachsen,,,,B1,other,yes,no,no,,38,erwachsen,
b1_0796,Erwachsene,der,-n,,B1,noun,yes,yes,no,,38,"der Erwachsene, -n",
b1_0797,erwarten,,,,B1,verb,yes,no,no,,38,"erwarten, erwartet,",
b1_0798,erzählen,,,,B1,verb,yes,no,no,,38,"erzählen, erzählt,",
b1_0799,Erzählung,die,-en,,B1,noun,yes,yes,no,,38,"die Erzählung, -en",
b1_0800,erziehen,,,,B1,verb,yes,no,no,,38,"erziehen, erzieht, erzog,",
b1_0801,Erziehung,die,,,B1,noun,yes,yes,no,,38,die Erziehung,
b1_0802,es,,,,B1,other,yes,no,no,,38,es,
b1_0803,essen,,,,B1,verb,yes,no,no,,38,"essen, isst, aß,",
b1_0804,Essen,das,-,,B1,noun,yes,yes,no,,38,"das Essen, -",
b1_0805,Essig,der,,,B1,noun,yes,yes,no,,38,der Essig,
b1_0806,Etage,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,38,"die Etage, -n (D, CH) →",regional_variant_or_reference
b1_0807,Stock,,,,B1,other,yes,no,no,,38,Stock,
b1_0808,etwa,,,,B1,other,yes,no,no,,38,etwa,
b1_0809,fantastisch,,,,B1,other,yes,no,no,,39,fantastisch,
b1_0810,Farbe,die,-n,,B1,noun,yes,yes,no,,39,"die Farbe, -n",
b1_0811,farbig,,,,B1,other,yes,no,no,,39,farbig,
b1_0812,Faschierte,das,,,B1,noun,yes,yes,yes,regional_variant,39,"das Faschierte (A) →D,",regional_variant_or_reference
b1_0813,Fasching,der,"- (D, A)",,B1,noun,yes,yes,yes,regional_variant,39,"der Fasching, - (D, A) →D:",regional_variant_or_reference
b1_0814,Karneval; CH: Fasnacht,,,,B1,phrase,yes,no,yes,multi_word_expression,39,Karneval; CH: Fasnacht,
b1_0815,Fasnacht,die,A:,,B1,noun,yes,yes,yes,regional_variant,39,"die Fasnacht (CH) →D, A:",regional_variant_or_reference
b1_0816,Fasching; D: Karneval,,,,B1,phrase,yes,no,yes,multi_word_expression,39,Fasching; D: Karneval,
b1_0817,fassen,,,,B1,verb,yes,no,no,,39,"fassen, fasst, fasste,",
b1_0818,fast,,,,B1,other,yes,no,no,,39,fast,
b1_0819,faul,,,,B1,other,yes,no,no,,39,faul,
b1_0820,faulenzen,,,,B1,verb,yes,no,no,,39,"faulenzen, faulenzt,",
b1_0821,Fauteuil,der,"-s (A, CH)",,B1,noun,yes,yes,yes,regional_variant,39,"der Fauteuil, -s (A, CH) →",regional_variant_or_reference
b1_0822,fehlen,,,,B1,verb,yes,no,no,,39,"fehlen, fehlt, fehlte,",
b1_0823,Fehler,der,-,,B1,noun,yes,yes,no,,39,"der Fehler, -",
b1_0824,feiern,,,,B1,verb,yes,no,no,,39,"feiern, feiert, feierte,",
b1_0825,Feier,die,-n,,B1,noun,yes,yes,no,,39,"die Feier, -n",
b1_0826,Feierabend,der,,,B1,noun,yes,yes,no,,39,der Feierabend,
b1_0827,Feiertag,der,-e,,B1,noun,yes,yes,no,,39,"der Feiertag, -e",
b1_0828,Feld,das,-er,,B1,noun,yes,yes,no,,39,"das Feld, -er",
b1_0829,Fenster,das,-,,B1,noun,yes,yes,no,,39,"das Fenster, -",
b1_0830,Fahrbahn,die,-en,,B1,noun,yes,yes,no,,39,"die Fahrbahn, -en",
b1_0831,Fahrer,der,-,,B1,noun,yes,yes,no,,39,"der Fahrer, -",
b1_0832,Fahrkarte,die,-n,,B1,noun,yes,yes,no,,39,"die Fahrkarte, -n",
b1_0833,Fahrplan,der,¨-e,,B1,noun,yes,yes,no,,39,"der Fahrplan, ¨-e",
b1_0834,Fahrrad,das,¨-er,,B1,noun,yes,yes,yes,regional_variant,39,"das Fahrrad, ¨-er →D, A:",regional_variant_or_reference
b1_0835,Rad; CH: Velo,,,,B1,phrase,yes,no,yes,multi_word_expression,39,Rad; CH: Velo,
b1_0836,Fahrzeug,das,-e,,B1,noun,yes,yes,no,,39,"das Fahrzeug, -e",
b1_0837,fair,,,,B1,other,yes,no,no,,39,fair,
b1_0838,Faktor,der,-en,,B1,noun,yes,yes,no,,39,"der Faktor, -en",
b1_0839,Fall,der,¨-e,,B1,noun,yes,yes,no,,39,"der Fall, ¨-e",
b1_0840,fallen,,,,B1,verb,yes,no,no,,39,"fallen, fällt, fiel,",
b1_0841,fällig,,,,B1,other,yes,no,no,,39,fällig,
b1_0842,falls,,,,B1,other,yes,no,no,,39,falls,
b1_0843,falsch,,,,B1,other,yes,no,no,,39,falsch,
b1_0844,Familie,die,-n,,B1,noun,yes,yes,no,,39,"die Familie, -n",
b1_0845,Familienstand,der,,,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,39,"der Familienstand (D, A) →",regional_variant_or_reference
b1_0846,Personenstand,,,,B1,other,yes,no,no,,39,Personenstand;,
b1_0847,fangen,,,,B1,verb,yes,no,no,,39,"fangen, fängt, fing,",
b1_0848,Fantasie,die,-n,,B1,noun,yes,yes,yes,multiple_forms,39,"die Fantasie/Phantasie, -n",
b1_0849,Fett,das,,,B1,noun,yes,yes,no,,40,das Fett,
b1_0850,feucht,,,,B1,other,yes,no,no,,40,feucht,
b1_0851,Feuer,das,,,B1,noun,yes,yes,no,,40,das Feuer,
b1_0852,Feuerzeug,das,-e,,B1,noun,yes,yes,no,,40,"das Feuerzeug, -e",
b1_0853,Feuerwehr,die,-en,,B1,noun,yes,yes,no,,40,"die Feuerwehr, -en",
b1_0854,Fieber,das,,,B1,noun,yes,yes,no,,40,das Fieber,
b1_0855,Figur,die,-en,,B1,noun,yes,yes,no,,40,"die Figur, -en",
b1_0856,Film,der,-e,,B1,noun,yes,yes,no,,40,"der Film, -e",
b1_0857,finanzieren,,,,B1,verb,yes,no,no,,40,"finanzieren, finanziert,",
b1_0858,finanziell,,,,B1,adjective/adverb/other,yes,no,no,,40,finanziell,
b1_0859,finden,,,,B1,verb,yes,no,no,,40,"finden, findet, fand, hat",
b1_0860,Finger,der,-,,B1,noun,yes,yes,no,,40,"der Finger, -",
b1_0861,Firma,die,Firmen,,B1,noun,yes,yes,no,,40,"die Firma, Firmen",
b1_0862,flach,,,,B1,adjective/adverb/other,yes,no,no,,40,flach,
b1_0863,Fläche,die,-n,,B1,noun,yes,yes,no,,40,"die Fläche, -n",
b1_0864,Flasche,die,-n,,B1,noun,yes,yes,no,,40,"die Flasche, -n",
b1_0865,Fleck,der,-en,,B1,noun,yes,yes,no,,40,"der Fleck, -en",
b1_0866,Fleisch,das,,,B1,noun,yes,yes,no,,40,das Fleisch,
b1_0867,Fleischhauer,der,-,,B1,noun,yes,yes,no,,40,"der Fleischhauer, -",
b1_0868,Fleischhauerin,die,-nen,,B1,noun,yes,yes,no,,40,"die Fleischhauerin, -nen",
b1_0869,fleißig,,,,B1,other,yes,no,no,,40,fleißig,
b1_0870,Ferien,die,,,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,40,"die Ferien (Pl.) (CH) →D,",regional_variant_or_reference
b1_0872,Fernbedienung,die,-en,,B1,noun,yes,yes,no,,40,"die Fernbedienung, -en",
b1_0873,fernsehen,,,,B1,verb,yes,no,no,,40,"fernsehen, sieht fern,",
b1_0874,Fernsehen,das,,,B1,noun,yes,yes,no,,40,das Fernsehen,
b1_0875,Fernseher,der,-,,B1,noun,yes,yes,no,,40,"der Fernseher, -",
b1_0876,fertig,,,,B1,other,yes,no,no,,40,fertig,
b1_0877,fest,,,,B1,other,yes,no,no,,40,fest,
b1_0878,Fest,das,-e,,B1,noun,yes,yes,no,,40,"das Fest, -e",
b1_0879,Festplatte,die,-n,,B1,noun,yes,yes,no,,40,"die Festplatte, -n",
b1_0880,festhalten,,,,B1,verb,yes,no,yes,separable_verb,40,"festhalten, hält fest,",
b1_0881,festlegen,,,,B1,verb,yes,no,yes,separable_verb,40,"festlegen, legt fest,",
b1_0882,festnehmen nimmt fest,,,,B1,phrase,yes,no,yes,multi_word_expression,40,"festnehmen nimmt fest,",
b1_0883,festsetzen,,,,B1,verb,yes,no,yes,separable_verb,40,"festsetzen, setzt fest, set-",
b1_0884,feststehen,,,,B1,verb,yes,no,yes,separable_verb,40,"feststehen, steht fest,",
b1_0885,feststellen,,,,B1,verb,yes,no,yes,separable_verb,40,"feststellen, stellt fest,",
b1_0886,fett,,,,B1,other,yes,no,no,,40,fett,
b1_0887,Formular,das,-e,,B1,noun,yes,yes,no,,41,"das Formular, -e",
b1_0888,Forschung,die,-en,,B1,noun,yes,yes,no,,41,"die Forschung, -en",
b1_0889,Fortbildung,die,-en,,B1,noun,yes,yes,no,,41,"die Fortbildung, -en",
b1_0890,Fortschritt,der,-e,,B1,noun,yes,yes,no,,41,"der Fortschritt, -e",
b1_0891,fortsetzen,,,,B1,verb,yes,no,no,,41,"fortsetzen, setzt fort, set-",
b1_0892,Fortsetzung,die,-en,,B1,noun,yes,yes,no,,41,"die Fortsetzung, -en",
b1_0893,Forum,das,Foren,,B1,noun,yes,yes,no,,41,"das Forum, Foren",
b1_0894,fotografieren,,,,B1,verb,yes,no,no,,41,"fotografieren, fotografiert,",
b1_0895,Foto,das,-s,,B1,noun,yes,yes,no,,41,"das Foto, -s",
b1_0896,Fotoapparat,der,-e,,B1,noun,yes,yes,no,,41,"der Fotoapparat, -e",
b1_0897,Fotograf,der,-en,,B1,noun,yes,yes,no,,41,"der Fotograf, -en",
b1_0898,Fotografie,die,-n,,B1,noun,yes,yes,no,,41,"die Fotografie, -n",
b1_0899,fragen,,,,B1,verb,yes,no,no,,41,"fragen, fragt, fragte,",
b1_0900,Frage,die,-n,,B1,noun,yes,yes,no,,41,"die Frage, -n",
b1_0901,Frau,die,-en,,B1,noun,yes,yes,no,,41,"die Frau, -en",
b1_0902,frech,,,,B1,other,yes,no,no,,41,frech,
b1_0903,frei,,,,B1,other,yes,no,no,,41,frei,
b1_0904,im Freien,,,,B1,phrase,yes,no,yes,multi_word_expression,41,im Freien,
b1_0905,Freiheit,die,,,B1,noun,yes,yes,no,,41,die Freiheit,
b1_0906,Freizeit,die,,,B1,noun,yes,yes,no,,41,die Freizeit,
b1_0907,flexibel,,,,B1,other,yes,no,no,,41,flexibel,
b1_0908,fliegen,,,,B1,verb,yes,no,no,,41,"fliegen, fliegt, flog,",
b1_0909,fliehen,,,,B1,verb,yes,no,no,,41,"fliehen, flieht, floh,",
b1_0910,Flucht,die,,,B1,noun,yes,yes,no,,41,die Flucht,
b1_0911,fließen,,,,B1,verb,yes,no,no,,41,"fließen, fließt, floss, ist",
b1_0912,fließend,,,,B1,other,yes,no,no,,41,fließend,
b1_0913,Flohmarkt,der,¨-e,,B1,noun,yes,yes,no,,41,"der Flohmarkt, ¨-e",
b1_0914,Flöte,die,-n,,B1,noun,yes,yes,no,,41,"die Flöte, -n",
b1_0915,Flug,der,¨-e,,B1,noun,yes,yes,no,,41,"der Flug, ¨-e",
b1_0916,Flughafen,der,¨-,,B1,noun,yes,yes,no,,41,"der Flughafen, ¨-",
b1_0917,Flugzeug,das,-e,,B1,noun,yes,yes,no,,41,"das Flugzeug, -e",
b1_0918,Flur,der,-e,,B1,noun,yes,yes,yes,regional_variant,41,"der Flur, -e →Gang; D, CH:",regional_variant_or_reference
b1_0919,Korridor,,,,B1,other,yes,no,no,,41,Korridor,
b1_0920,Fluss,der,¨-e,,B1,noun,yes,yes,no,,41,"der Fluss, ¨-e",
b1_0921,Flüssigkeit,die,-en,,B1,noun,yes,yes,no,,41,"die Flüssigkeit, -en",
b1_0922,folgen,,,,B1,verb,yes,no,no,,41,"folgen, folgt, folgte,",
b1_0923,Folge,die,-n,,B1,noun,yes,yes,no,,41,"die Folge, -n",
b1_0924,folgend,,,,B1,other,yes,no,no,,41,folgend,
b1_0925,fordern,,,,B1,verb,yes,no,no,,41,"fordern, fordert, forderte,",
b1_0926,Forderung,die,-en,,B1,noun,yes,yes,no,,41,"die Forderung, -en",
b1_0927,fördern,,,,B1,verb,yes,no,no,,41,"fördern, fördert, förderte,",
b1_0928,Förderung,die,-en,,B1,noun,yes,yes,no,,41,"die Förderung, -en",
b1_0929,Form,die,-en,,B1,noun,yes,yes,no,,41,"die Form, -en",
b1_0930,früher/früher-,,,,B1,other,yes,no,yes,multiple_forms,42,früher/früher-,
b1_0931,frühstücken,,,,B1,verb,yes,no,no,,42,"frühstücken, frühstückt,",
b1_0932,Frühstück,das,,,B1,noun,yes,yes,no,,42,das Frühstück,
b1_0933,fühlen,,,,B1,verb,yes,no,no,,42,"fühlen, fühlt, fühlte,",
b1_0934,führen,,,,B1,verb,yes,no,no,,42,"führen, führt, führte,",
b1_0935,Führerausweis,der,-e (CH),,B1,noun,yes,yes,no,,42,"der Führerausweis, -e (CH)",regional_variant_or_reference
b1_0936,Führerschein,der,"-e (D, A)",,B1,noun,yes,yes,no,,42,"der Führerschein, -e (D, A)",
b1_0937,Führung,die,-en,,B1,noun,yes,yes,no,,42,"die Führung, -en",
b1_0938,Fundbüro,das,-s,,B1,noun,yes,yes,no,,42,"das Fundbüro, -s",
b1_0939,funktionieren,,,,B1,verb,yes,no,no,,42,"funktionieren, funktion-",
b1_0940,für,,,,B1,adjective/adverb/other,yes,no,no,,42,für,
b1_0941,freiwillig,,,,B1,other,yes,no,no,,42,freiwillig,
b1_0942,fremd,,,,B1,other,yes,no,no,,42,fremd,
b1_0943,fressen,,,,B1,verb,yes,no,no,,42,"fressen, frisst, fraß,",
b1_0944,sich freuen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,42,"sich freuen, freut sich,",reflexive
b1_0945,Freude,die,,,B1,noun,yes,yes,no,,42,die Freude,
b1_0946,Freund,der,-e,,B1,noun,yes,yes,no,,42,"der Freund, -e",
b1_0947,freundlich,,,,B1,adjective/adverb/other,yes,no,no,,42,freundlich,
b1_0948,Freundschaft,die,-en,,B1,noun,yes,yes,no,,42,"die Freundschaft, -en",
b1_0949,Friede,der,"Frieden, -",,B1,noun,yes,yes,no,,42,"der Friede, Frieden, -",
b1_0950,frieren,,,,B1,verb,yes,no,no,,42,"frieren, friert, fror,",
b1_0951,frisch,,,,B1,other,yes,no,no,,42,frisch,
b1_0952,Friseur,der,-e,,B1,noun,yes,yes,no,,42,"der Friseur, -e",
b1_0953,Friseurin,die,"-nen (D, A)",,B1,noun,yes,yes,no,,42,"die Friseurin, -nen (D, A)",
b1_0954,Frisur,die,-en,,B1,noun,yes,yes,no,,42,"die Frisur, -en",
b1_0955,Frist,die,-en,,B1,noun,yes,yes,no,,42,"die Frist, -en",
b1_0956,froh,,,,B1,other,yes,no,no,,42,froh,
b1_0957,fröhlich,,,,B1,other,yes,no,no,,42,fröhlich,
b1_0958,Frucht,die,¨-e,,B1,noun,yes,yes,no,,42,"die Frucht, ¨-e",
b1_0959,Früchte,,,,B1,other,yes,no,yes,regional_variant,42,"Früchte (CH) →D, A: Obst",regional_variant_or_reference
b1_0960,früh,,,,B1,other,yes,no,no,,42,früh,
b1_0961,Museum.,das,,,B1,noun,yes,yes,no,,42,das Museum.,
b1_0962,seit zehn Jahren.,,,,B1,phrase,yes,no,yes,multi_word_expression,42,seit zehn Jahren.,
b1_0963,Mannschaft 2 : 0.,,,,B1,phrase,yes,no,yes,multi_word_expression,42,Mannschaft 2 : 0.,
b1_0964,Automat funktioniert?,der,,,B1,noun,yes,yes,yes,multi_word_expression,42,der Automat funktioniert?,
b1_0965,Garten,der,¨-,,B1,noun,yes,yes,no,,43,"der Garten, ¨-",
b1_0966,Gas,das,,,B1,noun,yes,yes,no,,43,das Gas,
b1_0967,Gast,der,¨-e,,B1,noun,yes,yes,no,,43,"der Gast, ¨-e",
b1_0968,Gasthaus,das,¨-er (A),,B1,noun,yes,yes,no,,43,"das Gasthaus, ¨-er (A)",regional_variant_or_reference
b1_0969,Gaststätte,die,-n (D),,B1,noun,yes,yes,no,,43,"die Gaststätte, -n (D)",regional_variant_or_reference
b1_0970,Gebäude,das,-,,B1,noun,yes,yes,no,,43,"das Gebäude, -",
b1_0971,geben,,,,B1,verb,yes,no,no,,43,"geben, gibt, gab,",
b1_0972,Gebäck,das,,,B1,noun,yes,yes,no,,43,das Gebäck,
b1_0973,Gebiet,das,-e,,B1,noun,yes,yes,no,,43,"das Gebiet, -e",
b1_0974,Gebirge,das,,,B1,noun,yes,yes,no,,43,das Gebirge,
b1_0975,geboren werden,,,,B1,verb,yes,no,yes,multi_word_expression,43,"geboren werden, wird",
b1_0976,gebrauchen,,,,B1,verb,yes,no,no,,43,"gebrauchen, gebraucht,",
b1_0977,Gebrauchsanweisung,die,,,B1,noun,yes,yes,no,,43,"die Gebrauchsanweisung,",
b1_0978,Gebühr,die,-en,,B1,noun,yes,yes,no,,43,"die Gebühr, -en",
b1_0979,Geburt,die,-en,,B1,noun,yes,yes,no,,43,"die Geburt, -en",
