id,German,Article,English,ExampleSentence,CEFR,WordType,Category,ArticleQuizEligible,Source,Notes,Priority,ReviewNote
a2_0330,Feuer,das,fire,Das Feuer ist sehr heiß.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0331,Fieber,das,fever,Mein Sohn hat Fieber.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0332,Film,der,film/movie,Der Film beginnt um acht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0334,Firma,die,company,Sie arbeitet in einer kleinen Firma.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0335,Fisch,der,fish,Ich esse gern Fisch.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0337,Flasche,die,bottle,Ich kaufe eine Flasche Wasser.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0338,Fleck,der,stain/spot,Auf der Hose ist ein Fleck.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0339,Fleisch,das,meat,Ich esse wenig Fleisch.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0342,Flug,der,flight,Der Flug dauert zwei Stunden.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0343,Flughafen,der,airport,Der Flughafen ist weit weg.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0344,Flugzeug,das,airplane,Das Flugzeug startet gleich.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0345,Fluss,der,river,Der Fluss ist breit.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0346,Formular,das,form,Bitte füllen Sie das Formular aus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0347,Foto,das,photo,Ich mache ein Foto.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0349,Frage,die,question,Ich habe eine Frage.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0351,Frau,die,woman/Mrs./wife,Die Frau wartet am Eingang.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0353,Freiheit,die,freedom,Freiheit ist wichtig.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0354,Freizeit,die,free time,In meiner Freizeit lese ich.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0357,Freund,der,friend,Mein Freund kommt morgen.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0358,Freundin,die,female friend,Meine Freundin lernt Deutsch.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0363,Gegenteil,das,opposite,Das Gegenteil von klein ist groß.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0365,Gehalt,das,salary,Sie ist mit ihrem Gehalt zufrieden.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0368,Geld,das,money,Ich habe nicht genug Geld.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0369,Geldbörse,die,wallet,Ich habe meine Geldbörse verloren.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0370,Gemüse,das,vegetables,Wir kaufen Gemüse auf dem Markt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0373,Gepäck,das,luggage,Das Gepäck ist schwer.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0376,Gerät,das,device,Das Gerät funktioniert nicht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0377,Gericht,das,dish/court,Mein Lieblingsgericht ist Pizza.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0381,Geschäft,das,shop/business,Das Geschäft schließt um sechs.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0382,Geschenk,das,gift,Danke für das Geschenk.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0383,Geschichte,die,story/history,Erzähl mir eine Geschichte.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0384,Geschirr,das,dishes,Stell bitte das Geschirr in den Schrank.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0385,Gesicht,das,face,Wasch dir bitte das Gesicht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0386,Gespräch,das,conversation,Das Gespräch beginnt um zwei.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0389,Gesundheit,die,health,Gesundheit ist wichtig.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0390,Getränk,das,drink,Mein Lieblingsgetränk ist Apfelsaft.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0392,Gewitter,das,thunderstorm,Heute Abend gibt es ein Gewitter.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0393,Gitarre,die,guitar,Er spielt Gitarre.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0394,Glas,das,glass,Ich möchte ein Glas Wasser.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0397,Gleis,das,track/platform,Der Zug fährt von Gleis zwölf.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0398,Glück,das,luck,Viel Glück bei der Prüfung!,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0400,Glückwunsch,der,congratulations,Herzlichen Glückwunsch zum Geburtstag!,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0403,Grippe,die,flu,Ich habe Grippe und bleibe zu Hause.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0405,Größe,die,size,Haben Sie das T-Shirt in Größe M?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0406,Gruppe,die,group,Unsere Gruppe beginnt um vier Uhr.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0407,Gruß,der,greeting/regards,Viele Grüße an deine Familie.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0412,Haar,das,hair,Sie hat lange Haare.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0414,Hähnchen,das,chicken,"Ein Hähnchen mit Pommes, bitte.",A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0415,Halle,die,hall,Wir treffen uns in Halle B.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0417,Hals,der,throat/neck,Mir tut der Hals weh.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0419,Haltestelle,die,stop,An der nächsten Haltestelle steigen wir aus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0420,Hamburger,der,hamburger,"Einen Hamburger ohne Salat, bitte.",A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0421,Hand,die,hand,Wasch dir bitte die Hände.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0422,Handtuch,das,towel,Gib mir bitte ein Handtuch.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0423,Handy,das,mobile phone,Mach bitte dein Handy aus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0427,Hauptstadt,die,capital city,Berlin ist die Hauptstadt von Deutschland.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0428,Haus,das,house,Ich gehe jetzt nach Hause.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0429,Haushalt,der,household/housework,Wir machen den Haushalt zusammen.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0430,Heft,das,notebook,Hast du dein Heft dabei?,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0431,Heimat,die,home/homeland,Österreich ist meine neue Heimat.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0435,Heizung,die,heating,Die Heizung ist kaputt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0438,Hemd,das,shirt,Er trägt ein neues Hemd.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0445,Herd,der,stove,In der Küche fehlt noch der Herd.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0446,Herr,der,Mr./gentleman,"Guten Tag, Herr Sommer.",A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0452,Hilfe,die,help,Ich brauche Hilfe.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0453,Himmel,der,sky,Der Himmel ist heute blau.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0459,Hobby,das,hobby,Meine Hobbys sind Lesen und Schwimmen.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0461,Hochzeit,die,wedding,Zur Hochzeit kommen viele Gäste.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0465,Homepage,die,homepage/website,Auf der Homepage gibt es Informationen.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0467,Hose,die,trousers/pants,Die Hose ist zu lang.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0468,Hotel,das,hotel,Wir schlafen in einem Hotel.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0469,Hund,der,dog,Meine Tochter hat Angst vor Hunden.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0470,Hunger,der,hunger,Ich habe Hunger.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0472,Idee,die,idea,Hast du eine gute Idee?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0475,Information,die,information,Ich brauche eine Information.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0477,Insel,die,island,Wir machen Urlaub auf einer Insel.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0478,Instrument,das,instrument,Spielst du ein Instrument?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0480,Interesse,das,interest,Ich habe viele Interessen.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0484,Internet,das,internet,Du findest das im Internet.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0485,Jacke,die,jacket,Zieh deine Jacke an.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0486,Jahr,das,year,Ein Jahr hat zwölf Monate.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0487,Januar,der,January,Im Januar ist es kalt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0488,Juli,der,July,Im Juli fahren wir weg.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0490,Junge,der,boy,Der Junge spielt im Garten.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0491,Kaffee,der,coffee,Zum Frühstück trinke ich Kaffee.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0492,Kalender,der,calendar,Ich schreibe den Termin in den Kalender.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0494,Kamera,die,camera,Sie hat eine neue Kamera.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0496,Karte,die,card/ticket/menu/map,Ich bezahle mit Karte.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0497,Kartoffel,die,potato,Für Pommes braucht man Kartoffeln.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0498,Käse,der,cheese,Ich esse Brot mit Käse.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0499,Kasse,die,checkout/cash desk,Bitte zahlen Sie an der Kasse.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0500,Katze,die,cat,Meine Tochter wünscht sich eine Katze.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0502,Kaufhaus,das,department store,Ich kaufe Kleidung im Kaufhaus.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0504,Keller,der,cellar/basement,Die Waschmaschine ist im Keller.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0507,Kenntnisse,die,knowledge/skills,Meine Deutschkenntnisse werden besser.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0508,Kette,die,necklace/chain,Meine Mutter bekommt eine Kette.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0509,Kind,das,child,Das Kind spielt draußen.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0510,Kindergarten,der,kindergarten,Meine Tochter geht in den Kindergarten.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0511,Kino,das,cinema,Gehen wir heute ins Kino?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0512,Kiosk,der,kiosk,Zeitungen kannst du am Kiosk kaufen.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0513,Kirche,die,church,Diese Kirche ist sehr alt.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0516,Klavier,das,piano,Jakob spielt Klavier.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0517,Kleid,das,dress,Julia kauft ein rotes Kleid.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0518,Kleidung,die,clothing,Wo finde ich Kleidung?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0522,Koffer,der,suitcase,Hast du den Koffer gepackt?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0523,Kollege,der,colleague,Mein Kollege kommt später.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0524,Kollegin,die,female colleague,Meine Kollegin hilft mir.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0528,Kontakt,der,contact,Wir haben Kontakt per E-Mail.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0529,Konto,das,bank account,Ich habe ein Konto bei der Bank.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0530,Konzert,das,concert,Das Konzert beginnt um acht.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0531,Kopf,der,head,Mein Kopf tut weh.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0532,Kopfschmerzen,die,headache,Ich habe Kopfschmerzen.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0534,Körper,der,body,Sport ist gut für den Körper.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0538,Krankenhaus,das,hospital,Meine Tante ist im Krankenhaus.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0539,Krankenkasse,die,health insurance fund,Bei welcher Krankenkasse sind Sie?,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0540,Krankheit,die,illness/disease,Welche Krankheit hat er?,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0551,Leben,das,life,Das Leben in Wien ist schön.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0552,Lebensmittel,die,groceries/food,Ich kaufe Lebensmittel im Supermarkt.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0563,Leute,die,people,Viele Leute warten an der Haltestelle.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0564,Link,der,link,Ich schicke dir den Link.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0566,Löffel,der,spoon,Ich brauche einen Löffel.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0567,Lokal,das,restaurant/pub,Wir essen in einem kleinen Lokal.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0568,Lüge,die,lie,Das ist eine Lüge.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0570,Lust,die,desire/mood,Ich habe Lust auf Schokolade.,A2,noun,Feelings,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0573,Mädchen,das,girl,Das Mädchen malt ein Bild.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0574,Magen,der,stomach,Mein Magen tut weh.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0575,Mailbox,die,mailbox,Ich spreche auf die Mailbox.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0576,Mal,das,time/occasion,Bis zum nächsten Mal!,A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0582,Mann,der,man/husband,Der Mann wartet draußen.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0584,Mannschaft,die,team,Unsere Mannschaft hat gewonnen.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0585,Mantel,der,coat,Zieh deinen Mantel an.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0586,Markt,der,market,Ich gehe heute auf den Markt.,A2,noun,Shopping,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0588,Menge,die,amount/lots,Wir haben noch eine Menge Zeit.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0589,Mensch,der,person/human,Viele Menschen leben in der Stadt.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0591,Messe,die,fair/trade fair,Wir gehen zur Buchmesse.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0592,Messer,das,knife,Das Messer ist scharf.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0593,Miete,die,rent,Die Miete ist hoch.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0595,Milch,die,milk,Die Milch steht im Kühlschrank.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0597,Mineralwasser,das,mineral water,"Ein Glas Mineralwasser, bitte.",A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0604,Mitarbeiter,der,employee/staff member,Unsere Firma hat viele Mitarbeiter.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0605,Mittagessen,das,lunch,Um zwölf Uhr gibt es Mittagessen.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0606,Mitte,die,middle,Der Tisch steht in der Mitte.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0607,Moment,der,moment,"Einen Moment, bitte.",A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0609,Motor,der,engine,Der Motor ist kaputt.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0610,Motorroller,der,scooter,Er fährt mit dem Motorroller.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0612,Müll,der,trash/garbage,Bring bitte den Müll raus.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0613,Mund,der,mouth,Öffnen Sie bitte den Mund.,A2,noun,Body,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0614,Museum,das,museum,Wir gehen ins Museum.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0615,Musik,die,music,Ich höre gern Musik.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
